vs_link,vs_name,vs_id,ftm_name,ftm_id 
NA;https://justfacts.votesmart.org/interest-group/1316/consumer-federation-of-america,consumer federation of america,1316,Consumer Federation Of America,39485693
NA;https://justfacts.votesmart.org/interest-group/1316/consumer-federation-of-america,consumer federation of america,1316,Consumer Federation Of America,8616103
NA;https://justfacts.votesmart.org/interest-group/1065/latin-america-working-group,latin america working group,1065,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/2344/americas-voice,americas voice,2344,Americas Voice,18929595
NA;https://justfacts.votesmart.org/interest-group/2344/americas-voice,americas voice,2344,Americas Voice,41697827
NA;https://justfacts.votesmart.org/interest-group/1864/the-national-mining-association,the national mining association,1864,Minepac-A Pac Of The National Mining Association,52489798
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Alaska Chapter Of The American Institute Of Architects Aia Alaska,54465201
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arc Baltimore, The",53408693
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arc Central Chesapeake Region, The",48114826
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arc Jacksonville, Inc, The",29464519
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arc Maryland, The",48850053
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Arc Of Baltimore The,27722473
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arc Of Baltimore, Inc, The",32477326
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arc Of Baltimore, The",27650959
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arc Of California, The",27711847
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Arc Of Florida Inc The,27715526
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arc Of Florida Inc, The",27715520
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arc Of Florida, The",27715519
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Arc Of Greater Pittsburgh The,27652573
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Arc Of Maryland Inc The,27699532
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arc Of Maryland Inc, The",27655446
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arc Of Nebraska, The",27673736
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Arc Of Nj The,27606500
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arc Of Prince Georges County Inc, The",48114794
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arc Of Prince Georges County, The",48850068
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Arc Of The Glades,48483100
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Arc Of The Mid South,50002817
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Arc Of The Pikes Peak,27688215
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Arc Of The Pikes Peak Region,6334848
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Arc Of The Shoals,53984661
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Arc Of The South Shore,48662721
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arc Oneida-Lewis Chapter, Nysarc The",43741298
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Arc Physical Therapy,41797752
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Arc Prince Georges County Inc The,27563954
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arc Prince Georges County, Inc, The",27719564
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arc Prince Georges County, Inc, The (Arc Prince Georges County, Inc, The )",27589135
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Arc-Wisconsin Disability Association The,27648170
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Arcade Theatre,47162678
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Arceneaux Chiropractic Physical Therapy,8200475
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Arch Pac Arkansas Chapter Of The American Institute Of Architects,52971756
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Archcare (Fka Catholic Health Care System Of The Archdiocese Of New York),27664485
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Archdiocese For The Military Services Usa,3310858
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archebeque, Theresa",9214434
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archer, Chris & Theresa",15197792
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archer, Theresa",14751533
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archer, Theresa",49439883
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archer, Theresa",49440992
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archer, Theresa",49441200
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archer, Theresa",49443362
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archer, Theresa",49443375
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archer, Theresa",49443384
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archer, Theresa",49667178
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archer, Theresa",49667199
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archer, Theresa",49667227
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archer, Theresa",49669020
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archer, Theresa",49669175
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archer, Theresa",49669176
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archer, Theresa",49669196
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archer, Theresa",5474953
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archer, Theresa M",15197731
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archer, Theresa-Terry",49444259
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Archers On The Pier,48839704
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archeuleta, Theodore",6907288
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archibald, The Norm Honora",24617224
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archibald, Thella",8068848
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archibald, Thella",8092696
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archie, Thelma",52935054
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Archipac-The American Inst Of Architects,24779073
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Archipact -The American Institute Of Architects,44465245
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Architect Of The Capitol,10806438
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Architect Of The Capitol,10843123
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Architect Of The Capitol (Aoc),39509667
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Architect Of The Capitol, Aoc",43600204
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Archives Of The Home Ltd,4796916
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archsmith, Theresa",52525560
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archuleta, Col E Theodore",6834993
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archuleta, Col Theodore",6808145
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archuleta, Theresa",6245258
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Archuletta, Thelma",15484362
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arcidi, Theresa",1537813
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arcudi, Theresa",25139111
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arcudi, Theresa",38589775
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arcure, James & Theresa",7878283
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arcure, M Theresa",40467498
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arcure, M Theresa",7543698
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arcuri, Elizabeth Theresa",37158944
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arcuri, Theresa M",8716416
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Arcus Group, The",5597745
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Arcview Group The,43780524
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Art And Architecture Books Of The 21St Century,32108958
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Association For Retarded Citizens Of Florida D B A The Arc Of Fl The,27715524
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Association For Retarded Citizens Of Florida Dba The Arch Of Fl, The",27715523
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,"Atlantic Richfield Company Arco & Nl Industries Inc & Sherwin-Williams Company, The",27729478
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Beauty Institute Inc The Arco Plaza,2316863
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Bend The Arc,51877201
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Bend The Arc A Jewish Partnership For Justice,53820295
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Bend The Arc A Jewish Partnership For Justice,55439411
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Bend The Arc A Jewish Partnership For Justice,55440721
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Bend The Arc A Jewish Partnership For Justice,55442447
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Bend The Arc A Jewish Partnership For Justice,55553959
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Bend The Arc Jewish,49834317
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Bend The Arc Jewish Action,18950436
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Bend The Arc Jewish National,49868861
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Bend The Arc-A Jewish Partnership For Justice,43486493
NA;https://justfacts.votesmart.org/interest-group/1692/the-arc,the arc,1692,Bottom Line Arcade Inc Dba The Rec Room,1044610
NA;https://justfacts.votesmart.org/interest-group/3049/students-for-trump,students for trump,3049,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/2611/american-muslim-women-pac,american muslim women pac,2611,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/2558/trans-united-fund,trans united fund,2558,Trans United Fund,45332450
NA;https://justfacts.votesmart.org/interest-group/2619/international-union-of-bricklayers-allied-craftworkers,international union of bricklayers allied craftworkers,2619,International Union Of Bricklayers & Allied Craftworkers,47721201
NA;https://justfacts.votesmart.org/interest-group/2619/international-union-of-bricklayers-allied-craftworkers,international union of bricklayers allied craftworkers,2619,International Union Of Bricklayers & Allied Craftworkers,52445059
NA;https://justfacts.votesmart.org/interest-group/2619/international-union-of-bricklayers-allied-craftworkers,international union of bricklayers allied craftworkers,2619,International Union Of Bricklayers & Allied Craftworkers / Bac,3260
NA;https://justfacts.votesmart.org/interest-group/2619/international-union-of-bricklayers-allied-craftworkers,international union of bricklayers allied craftworkers,2619,International Union Of Bricklayers & Allied Craftworkers Adc Of Eastern Mo,52650951
NA;https://justfacts.votesmart.org/interest-group/2619/international-union-of-bricklayers-allied-craftworkers,international union of bricklayers allied craftworkers,2619,International Union Of Bricklayers & Allied Craftworkers Bac,46425900
NA;https://justfacts.votesmart.org/interest-group/2619/international-union-of-bricklayers-allied-craftworkers,international union of bricklayers allied craftworkers,2619,International Union Of Bricklayers & Allied Craftworkers Iubac,52505709
NA;https://justfacts.votesmart.org/interest-group/2619/international-union-of-bricklayers-allied-craftworkers,international union of bricklayers allied craftworkers,2619,International Union Of Bricklayers & Allied Craftworkers Paf,46414665
NA;https://justfacts.votesmart.org/interest-group/2619/international-union-of-bricklayers-allied-craftworkers,international union of bricklayers allied craftworkers,2619,"International Union Of Bricklayers & Allied Craftworkers, Local 1 Of Hawaii",53503660
NA;https://justfacts.votesmart.org/interest-group/1717/computer-communications-industry-association,computer communications industry association,1717,Computer Communications Industry Association,27677352
NA;https://justfacts.votesmart.org/interest-group/1612/humane-usa-pac,humane usa pac,1612,Humane Usa-Massachusetts Pac,19795330
NA;https://justfacts.votesmart.org/interest-group/1509/arab-american-institute,arab american institute,1509,Arab American Institute,7834935
NA;https://justfacts.votesmart.org/interest-group/2573/independence-hall-foundation,independence hall foundation,2573,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/2556/citizens-for-responsible-energy-solutions,citizens for responsible energy solutions,2556,Citizens For Responsible Energy Solutions,26789655
NA;https://justfacts.votesmart.org/interest-group/2556/citizens-for-responsible-energy-solutions,citizens for responsible energy solutions,2556,Citizens For Responsible Energy Solutions,39495300
NA;https://justfacts.votesmart.org/interest-group/461/christian-voice,christian voice,461,Oregon Center For Christian Voices,44223702
NA;https://justfacts.votesmart.org/interest-group/437/friends-committee-on-national-legislation,friends committee on national legislation,437,Friends Committee On National Legislation,39486030
NA;https://justfacts.votesmart.org/interest-group/2108/godvoterorg,godvoterorg,2108,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/2407/national-association-of-police-organizations,national association of police organizations,2407,"National Association Of Police Organizations, Inc",39487208
NA;https://justfacts.votesmart.org/interest-group/893/national-association-for-the-advancement-of-colored-people-naacp,national association for the advancement of colored people naacp,893,National Association For The Advancement Of Colored People Naacp,44822420
NA;https://justfacts.votesmart.org/interest-group/1665/consumer-action,consumer action,1665,Consumer Action,24575844
NA;https://justfacts.votesmart.org/interest-group/2636/armenian-national-committee-of-america-western-region-anca-wr,armenian national committee of america western region anca wr,2636,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/1742/national-animal-interest-alliance-trust,national animal interest alliance trust,1742,National Animal Interest Alliance Trust,27731010
NA;https://justfacts.votesmart.org/interest-group/1737/american-nurses-association,american nurses association,1737,American Nurses Association,17326
NA;https://justfacts.votesmart.org/interest-group/1737/american-nurses-association,american nurses association,1737,American Nurses Association,24778296
NA;https://justfacts.votesmart.org/interest-group/2203/the-tea-party-leadership-fund,the tea party leadership fund,2203,The Tea Party Leadership Fund,26789928
NA;https://justfacts.votesmart.org/interest-group/545/national-lgbtq-task-force,national lgbtq task force,545,National Lgbtq Task Force,47693468
NA;https://justfacts.votesmart.org/interest-group/2450/solar-tribune,solar tribune,2450,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/529/the-cato-institute,the cato institute,529,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/1627/the-john-birch-society,the john birch society,1627,The John Birch Society,26725335
NA;https://justfacts.votesmart.org/interest-group/1110/peace-action,peace action,1110,Peace Action,24779318
NA;https://justfacts.votesmart.org/interest-group/1110/peace-action,peace action,1110,Peace Action,42811216
NA;https://justfacts.votesmart.org/interest-group/1958/team-america,team america,1958,A Team America,44695172
NA;https://justfacts.votesmart.org/interest-group/1958/team-america,team america,1958,American Association Of Marriage & Family Therapist-Nevada Team,48843291
NA;https://justfacts.votesmart.org/interest-group/1958/team-america,team america,1958,American Management Team,2545946
NA;https://justfacts.votesmart.org/interest-group/1958/team-america,team america,1958,American Mission Teams,1621396
NA;https://justfacts.votesmart.org/interest-group/1958/team-america,team america,1958,American Realty Team,5471008
NA;https://justfacts.votesmart.org/interest-group/1958/team-america,team america,1958,American Realty Team Inc,590534
NA;https://justfacts.votesmart.org/interest-group/1958/team-america,team america,1958,American Softball Team,46847753
NA;https://justfacts.votesmart.org/interest-group/1958/team-america,team america,1958,American Team Homes & Investments,32874591
NA;https://justfacts.votesmart.org/interest-group/1958/team-america,team america,1958,Americas Mariachi Team,46847754
NA;https://justfacts.votesmart.org/interest-group/1958/team-america,team america,1958,Americas Relief Team,27735358
NA;https://justfacts.votesmart.org/interest-group/1958/team-america,team america,1958,Americas Team Consulting,47181864
NA;https://justfacts.votesmart.org/interest-group/1958/team-america,team america,1958,Defending Americas Values Everywhere (Team Dave),17719462
NA;https://justfacts.votesmart.org/interest-group/1958/team-america,team america,1958,Defending Americas Values Everywhere Team / Dave,45099945
NA;https://justfacts.votesmart.org/interest-group/1958/team-america,team america,1958,Fox William Team America,6880327
NA;https://justfacts.votesmart.org/interest-group/1958/team-america,team america,1958,Help Elect Americas Team (Heat Pac),24783940
NA;https://justfacts.votesmart.org/interest-group/1958/team-america,team america,1958,Help Elect Americas Team Pac,716640
NA;https://justfacts.votesmart.org/interest-group/1958/team-america,team america,1958,Help Elect Americas Team Pac (Heat Pac),24777538
NA;https://justfacts.votesmart.org/interest-group/1958/team-america,team america,1958,"Home Team Of America, Ltd",44923385
NA;https://justfacts.votesmart.org/interest-group/1958/team-america,team america,1958,Team America Pac,16382
NA;https://justfacts.votesmart.org/interest-group/1958/team-america,team america,1958,Team America Team America,8783783
NA;https://justfacts.votesmart.org/interest-group/1958/team-america,team america,1958,The O Team (On Behalf Of American Messaging),39498692
NA;https://justfacts.votesmart.org/interest-group/2337/american-association-of-colleges-for-teacher-education,american association of colleges for teacher education,2337,American Association Of Colleges For Teacher Education,39487478
NA;https://justfacts.votesmart.org/interest-group/392/the-retired-enlisted-association,the retired enlisted association,392,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/2734/blue-rising-pac,blue rising pac,2734,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/1966/liberty-central,liberty central,1966,Central Texas Liberty Radio,16108778
NA;https://justfacts.votesmart.org/interest-group/1966/liberty-central,liberty central,1966,Empire District-Liberty Utilities Central,45187814
NA;https://justfacts.votesmart.org/interest-group/1966/liberty-central,liberty central,1966,Liberty County Democratic Central Cmte Of Montana,7710668
NA;https://justfacts.votesmart.org/interest-group/1966/liberty-central,liberty central,1966,Liberty County Republican Central Cmte Of Montana,8254433
NA;https://justfacts.votesmart.org/interest-group/1966/liberty-central,liberty central,1966,Libertyville Township Republican Central Cmte Of Illinois,45397294
NA;https://justfacts.votesmart.org/interest-group/1966/liberty-central,liberty central,1966,Republican Liberty Caucus East Central Florida,52456674
NA;https://justfacts.votesmart.org/interest-group/1966/liberty-central,liberty central,1966,Republican Liberty Caucus Of Central East Fl,47693285
NA;https://justfacts.votesmart.org/interest-group/1966/liberty-central,liberty central,1966,Republican Liberty Caucus Of Central East Fla,44650940
NA;https://justfacts.votesmart.org/interest-group/1966/liberty-central,liberty central,1966,Republican Liberty Caucus Of Central East Florida,44634374
NA;https://justfacts.votesmart.org/interest-group/1966/liberty-central,liberty central,1966,Republican Liberty Caucus Of Central East Florida Rlccef,49284997
NA;https://justfacts.votesmart.org/interest-group/1966/liberty-central,liberty central,1966,Repubublican Liberty Caucus Of Central East Fla,50285391
NA;https://justfacts.votesmart.org/interest-group/2591/casa-in-action,casa in action,2591,Casa In Action,47736335
NA;https://justfacts.votesmart.org/interest-group/2591/casa-in-action,casa in action,2591,Casa In Action,47761518
NA;https://justfacts.votesmart.org/interest-group/2591/casa-in-action,casa in action,2591,Casa In Action,48110322
NA;https://justfacts.votesmart.org/interest-group/2591/casa-in-action,casa in action,2591,Casa In Action,4977476
NA;https://justfacts.votesmart.org/interest-group/2483/new-england-police-benevolent-association,new england police benevolent association,2483,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/1226/gun-owners-of-america,gun owners of america,1226,Gun Owners Of America,1175
NA;https://justfacts.votesmart.org/interest-group/2339/women-under-forty-political-action-committee-wufpac,women under forty political action committee wufpac,2339,"Women Under Forty Political Action Committee, Wufpac",24792011
NA;https://justfacts.votesmart.org/interest-group/3116/little-lobbyists,little lobbyists,3116,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/1792/american-society-of-landscape-architects,american society of landscape architects,1792,American Society Of Landscape Architects,10768740
NA;https://justfacts.votesmart.org/interest-group/1792/american-society-of-landscape-architects,american society of landscape architects,1792,American Society Of Landscape Architects,11009814
NA;https://justfacts.votesmart.org/interest-group/1792/american-society-of-landscape-architects,american society of landscape architects,1792,American Society Of Landscape Architects,11974283
NA;https://justfacts.votesmart.org/interest-group/1792/american-society-of-landscape-architects,american society of landscape architects,1792,American Society Of Landscape Architects,16351117
NA;https://justfacts.votesmart.org/interest-group/1792/american-society-of-landscape-architects,american society of landscape architects,1792,American Society Of Landscape Architects,39486626
NA;https://justfacts.votesmart.org/interest-group/1792/american-society-of-landscape-architects,american society of landscape architects,1792,American Society Of Landscape Architects,53412938
NA;https://justfacts.votesmart.org/interest-group/1792/american-society-of-landscape-architects,american society of landscape architects,1792,American Society Of Landscape Architects,55399870
NA;https://justfacts.votesmart.org/interest-group/430/taxpayers-for-common-sense,taxpayers for common sense,430,Taxpayers For Common Sense,39486012
NA;https://justfacts.votesmart.org/interest-group/7/nuclear-age-peace-foundation,nuclear age peace foundation,7,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/3022/national-immigration-and-customs-enforcement-council,national immigration and customs enforcement council,3022,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/2666/demand-universal-healthcare,demand universal healthcare,2666,TimeoutException,TimeoutException
NA;https://justfacts.votesmart.org/interest-group/1637/freedom-democrats,freedom democrats,1637,Freedom Democrats,972370
NA;https://justfacts.votesmart.org/interest-group/1637/freedom-democrats,freedom democrats,1637,Freedom Democrats,9744086
NA;https://justfacts.votesmart.org/interest-group/1911/rightmarchcom-pac,rightmarchcom pac,1911,Rightmarchcom Pac Inc,11757958
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,"2012 Both Houses Bills, Using Bill File: Brook / Bf  Search Results Count = 174  Run Date: 07 / 11 / 12 12:45 Pm Bill No  A26  A27A  A29  A287  A314  A334  A665  A",39527428
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,"2012 Both Houses Bills, Using Bill File: Sbux / Bf  Search Results Count = 100  Run Date: 07 / 11 / 12 02:22 Pm Bill No  A84  A216  A219  A443  A843  A927  A1311A",39527721
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,"2014 Both Houses Bills, Using Bill File: Edf / Bf; ; Search Results Count = 145; ; Run Date: 03 / 13 / 14 04:09 Pm; Bill No ; A37 ; A210A ; A284 ; A443C ; A780 ; A806B ; A842 ; A845 ; A846A ; A1021 ; A1046 ; A1180A ; A1349 ; A1363",34049201
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,"2014 Both Houses Bills, Using Bill File: Oin / Bf; ; Search Results Count = 182; ; Run Date: 07 / 14 / 14 12:09 Pm; Bill No ; A206 ; A208A ; A210A ; A284 ; A364 ; A429 ; A445 ; A459 ; A553A ; A568 ; A584 ; A806B ; A867 ; A1021 ;",34049233
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,A1168 A1477 A1497 A2531 A2947 A3426 A5808 A6712 A7146 A8059A A8180 A8229 A8646 A9191 S380 S1409 S2312 S2592 S3736 S4577 S5165 S5271 S5418A S5451 S5528 S5768 S6121 Hs(Results Count = 28) Bill No A477 A649 A655A A1496 A4013,39479316
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,A694 A1106 A1271 A1708 A2286 A4954 A6671 A6982 A7262 A7806A S505 S878 S879 S1475 S3490 S3666 S3850 S3877 S3888 S4696 S5797 Wood (Results Count = 29) Bill No A128 A377 A950 A1295,39534679
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,A842 A1930 A3419 A3865 A4190 A4254 A4719 A5604 A6321 A7038 A7424 A7572 A7915 A7919 A7944 S300 S721 S1109 S1111 S1125 S1207 S1209 S1526 S2764 S4315 S4458 S4991 S5061A S5071 S5122 S5276 S5287 S5375 Cbs(Results Count = 29) Bill No A386 A1838 A2358 A2702 A30,39479609
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Achieve Results Corp,4827587
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Adp Strategic Results Llc,46573546
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,"Alpha Results, Llc",27668485
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Analysis Results Chg,54952611
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,B2 Results,55493780
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Beneficial Results Llc,27719314
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Capital Results,28480996
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Capital Results,5703130
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Capital Results / Ts-Group,25872042
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Capital Results Inc,53300581
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Capital Results Llc,43527794
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Capitol Results,10837712
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Capitol Results Llc,43265484
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Central Florida Results Group,54991168
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Charles F Fuller / The Results Company,39487181
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,"Cigna (Results Count = 309)  Bill No  A29  A126  A143  A149  A165  A279  A287  A364  A381  A422  A487  A512  A539A  A566",39439336
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Citizens For Accountability & Results In Education (Care),24578221
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Civic Results,10859057
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Communicating Results,12259117
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Cons & Rep Together Equals Results Pac,36930038
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Conserv & Rep Together Equals Results Pac,37122566
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Conservative & Republican Equal Results,37103355
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Conservative & Republican Together Equal Results,24783935
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Conservative & Republican Together Equals Results,20815192
NA;https://justfacts.votesmart.org/interest-group/1744/results,results,1744,Conservative & Republican Together Equals Results,28173459
